Vehicle No,Vehicle Name  ,Company  ,Latitude,Longitude,Gps,Branch,Vehicletype,Gpsactualtime,Datetime,Status,Devicemodel,Speed,Imeino,Odometer,Poi,Immobilize State  ,Ign,Driver First Name,Angle,Sos,Externalvolt,Driver Last Name,Power,Location
MH48J1172,--,FIRE DEPT,19.4238183,72.8121916,ON,E,CamperVan,20-10-2024 19:13:04,20-10-2024 19:13:04,STOP,FMB920,0,352016708221759,1674290,--,--,OFF,--,29,--,12.84,--,ON,"Fire Brigade, Nalasopara West, Shivaji Nagar Rd, Shivaji Nagar, Sriprastha, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH48CB1387,--,SWM,19.4466033,72.8864416,ON,F,CamperVan,20-10-2024 19:13:45,20-10-2024 19:13:46,STOP,FMB920,0,352016706620036,4655954,--,--,OFF,--,0,--,12.76,--,ON,"Bilal Sunni Masjid And Madrasa, Pelhar, Maharashtra (NE)"
MH48CB0227,--,SWM,19.4010316,72.8434916,ON,F,Crane,20-10-2024 19:13:09,20-10-2024 19:13:09,STOP,FMB920,0,352016706666245,7069224,--,--,OFF,--,247,--,12.32,--,ON,"129, Main Rd, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH02CE8389,--,RTSVVMC,19.43611,72.8228033,ON,RTSVVMC,CamperVan,20-10-2024 19:13:54,20-10-2024 19:13:55,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,76,--,13.86,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM9473,--,RTSVVMC,19.4375316,72.8230966,ON,RTSVVMC,CamperVan,20-10-2024 19:12:54,20-10-2024 19:12:55,RUNNING,FMB920,22,352592572735223,19058826,0.66 km from Dream Tower,--,ON,--,193,--,13.32,--,ON,"Sidaba Devi Mandir, Rock Garden Society,, Ekvira Darshan, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48BM9475,--,MEDICAL DEPT,19.4076433,72.8273466,ON,I,CamperVan,20-10-2024 19:12:58,20-10-2024 19:12:59,RUNNING,FMB920,26,352592571522754,15360278,--,--,ON,--,158,--,13.35,--,ON,"Eggcellent Chinese Restaurant, Rashmi Divya Complex, Shop Number .B-06, Link Rd, Jay Vijay Nagar, Yashvant Viva Twp, Nalasopara East, Mumbai, Maharashtra (NW)"
MH48C103,--,MEDICAL DEPT,19.346335,72.8023349,ON,I,CamperVan,20-10-2024 19:13:00,20-10-2024 19:13:00,RUNNING,FMB920,28,352592572820678,2069332,--,--,ON,--,325,--,13.39,--,ON,"Shani Mandir, AZAD ROAD, SHANI MANDIR ROAD, Parnaka, Padrikhan Wadi, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48BM7147,--,MEDICAL DEPT,19.4131266,72.8261416,ON,I,CamperVan,20-10-2024 19:12:52,20-10-2024 19:12:53,RUNNING,FMB920,7,352592572734838,6928072,--,--,ON,--,163,--,13.59,--,ON,"OYO 23285 The Diplomat Lodging, Achole Road, Vasai Virar Road,nallasopara east near dwarka veg, resturant,above seasons fine and dine, Ambawadi, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48BM6897,--,RTSVVMC,19.3521266,72.798825,ON,RTSVVMC,CamperVan,20-10-2024 19:12:57,20-10-2024 19:12:58,RUNNING,FMB920,16,352592571470525,8285996,--,--,ON,--,324,--,13.68,--,ON,"Bassein Catholic Co-Operative Bank (BCCB)- Holi, Gharat Wadi, Vasai West, Vasai-Virar, Maharashtra (NE)"
MH48BM6845,--,RTSVVMC,19.4165333,72.8209416,ON,RTSVVMC,CamperVan,20-10-2024 19:12:53,20-10-2024 19:12:54,STOP,FMB920,7,352016705797793,2956222,1.41 km from U. S. School,--,OFF,--,119,--,11.65,--,ON,"Hotel Lucknow Zaika, Sunshine Garden, Achole Cross Rd, Sunshine City, Moregaon Talao, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH02CE8389,--,RTSVVMC,19.43611,72.8228033,ON,RTSVVMC,CamperVan,20-10-2024 19:13:00,20-10-2024 19:13:00,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,76,--,14.17,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM9473,--,RTSVVMC,19.4418016,72.8216483,ON,RTSVVMC,CamperVan,20-10-2024 19:10:56,20-10-2024 19:10:56,RUNNING,FMB920,19,352592572735223,19058189,0.99 km from Police chouki pragati Nagar,--,ON,--,171,--,13.28,--,ON,"Jagannath Multi speacility hospital, sai plaza bldg. 1st floor, manvel pada, nalasopara virar road ,virar east, Ekvira Darshan, Virar East, mumbai, Maharashtra (NW)"
MH48BM9475,--,MEDICAL DEPT,19.4121883,72.82646,ON,I,CamperVan,20-10-2024 19:10:59,20-10-2024 19:10:59,RUNNING,FMB920,27,352592571522754,15359590,--,--,ON,--,154,--,13.41,--,ON,"Blooming Buds High School,, Neminath Nagar, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48C103,--,MEDICAL DEPT,19.3423799,72.80484,ON,I,CamperVan,20-10-2024 19:10:59,20-10-2024 19:10:59,IDLE,FMB920,0,352592572820678,2068811,--,--,ON,--,311,--,13.39,--,ON,"Vasai-Virar City Municipal Corporation (VVCMC) Offices, Bazar Peth, Killa Rd, Parnaka, Koliwada, Vasai West, Vasai-Virar, Maharashtra (NE)"
MH48CB0137,--,MEDICAL DEPT,19.2396316,72.8638249,ON,C,CamperVan,20-10-2024 19:10:58,20-10-2024 19:10:59,RUNNING,FMB920,89,352592572734754,8968648,--,--,ON,--,6,--,13.61,--,ON,"B-1001, Sant Dnyaneshwar Rd, Shankheshwar Nagar, Borivali East, Mumbai, Maharashtra (SE)"
MH48BM7147,--,MEDICAL DEPT,19.4149966,72.8244183,ON,I,CamperVan,20-10-2024 19:10:52,20-10-2024 19:10:53,RUNNING,FMB920,0,352592572734838,6927767,--,--,ON,--,149,--,13.48,--,ON,"Sangam Medical and General Stores, Shop No. 8, Sajawat Complex, Opp. Akanksha Complex,, Achole Rd, Shree Ram Sankul Society, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48BM6897,--,RTSVVMC,19.3464283,72.8010966,ON,RTSVVMC,CamperVan,20-10-2024 19:11:01,20-10-2024 19:11:01,RUNNING,FMB920,13,352592571470525,8285312,--,--,ON,--,353,--,13.74,--,ON,"Milgiri Cross, Vishramwadi digha holi, Vasai West, Sandor, Maharashtra (NW)"
MH48BM6845,--,RTSVVMC,19.4164749,72.8210466,ON,RTSVVMC,CamperVan,20-10-2024 19:11:00,20-10-2024 19:11:01,STOP,FMB920,7,352016705797793,2956174,1.42 km from U. S. School,--,OFF,--,88,--,11.67,--,ON,"Hotel Lucknow Zaika, Sunshine Garden, Achole Cross Rd, Sunshine City, Moregaon Talao, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48J0617,--,FIRE DEPT,19.3918199,72.8293033,ON,D,CamperVan,20-10-2024 19:10:04,20-10-2024 19:10:04,STOP,FMB920,0,352016706619970,488041,--,--,OFF,--,0,--,12.47,--,ON,"Gala No 1, VVMC Library, Ambadi Road Vasai West, Vasai 401202, Ambadi Rd, Vasai, India, Ambadi Rd, Vasai East Salt Plant, Vasai East, Vasai-Virar, Maharashtra (SW)"
MH02CE8389,--,RTSVVMC,19.4361766,72.8227333,ON,RTSVVMC,CamperVan,20-10-2024 19:10:55,20-10-2024 19:10:55,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,73,--,14.19,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM9473,--,RTSVVMC,19.4459466,72.81798,ON,RTSVVMC,CamperVan,20-10-2024 19:08:59,20-10-2024 19:09:00,RUNNING,FMB920,13,352592572735223,19057431,1.36 km from Police chouki pragati Nagar,--,ON,--,116,--,13.22,--,ON,"Chaitanya Hospital, A Wing, 2nd Floor, Mata Pita Apartment, Sant Nagar, Manvel Pada Road, Virar East, Ekvira Darshan, Virar East, Virar, Maharashtra (SW)"
MH48BM9475,--,MEDICAL DEPT,19.4169749,72.8226683,ON,I,CamperVan,20-10-2024 19:09:02,20-10-2024 19:09:03,RUNNING,FMB920,10,352592571522754,15358916,--,--,ON,--,145,--,13.28,--,ON,"Paras Shop, Paras Nagar, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48C103,--,MEDICAL DEPT,19.3385366,72.8068883,ON,I,CamperVan,20-10-2024 19:08:55,20-10-2024 19:08:56,RUNNING,FMB920,12,352592572820678,2068333,--,--,ON,--,331,--,13.42,--,ON,"Maruti Mandir (Hanuman Temple), Killa Rd, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48CB0137,--,MEDICAL DEPT,19.2257149,72.864365,ON,C,CamperVan,20-10-2024 19:09:02,20-10-2024 19:09:03,RUNNING,FMB920,78,352592572734754,8966916,--,--,ON,--,359,--,13.66,--,ON,"Madarsa Khairul Uloom, beside National Stone, Sai Baba Chawl, Western Express Hwy, Devipada, Borivali East, Mumbai, Maharashtra (SW)"
MH48BM7147,--,MEDICAL DEPT,19.4173,72.8223466,ON,I,CamperVan,20-10-2024 19:08:57,20-10-2024 19:08:58,RUNNING,FMB920,6,352592572734838,6927418,--,--,ON,--,190,--,13.51,--,ON,"Badri Masjid - Dawoodi Bohra Masjid, Achole Rd, Bori Colony, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48BM6897,--,RTSVVMC,19.3434399,72.8043166,ON,RTSVVMC,CamperVan,20-10-2024 19:08:55,20-10-2024 19:08:56,RUNNING,FMB920,7,352592571470525,8284758,--,--,ON,--,153,--,13.76,--,ON,"Shiv Mandir, Janki Theatre, ,Vasai Road West, Killa Rd, Parnaka, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48BM6845,--,RTSVVMC,19.4166333,72.8207933,ON,RTSVVMC,CamperVan,20-10-2024 19:09:02,20-10-2024 19:09:03,STOP,FMB920,9,352016705797793,2956112,1.4 km from U. S. School,--,OFF,--,311,--,12.37,--,ON,"Hotel Lucknow Zaika, Sunshine Garden, Achole Cross Rd, Sunshine City, Moregaon Talao, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48BM6842,--,RTSVVMC,19.4220583,72.8170866,ON,RTSVVMC,CamperVan,20-10-2024 19:08:22,20-10-2024 19:08:23,STOP,FMB920,0,352592572734747,4189483,0.81 km from U. S. School,--,OFF,--,0,--,12.64,--,ON,"Lilavti Hospital, Apna Nagar, Sriprastha, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH48AY372 Z15,--,SWM,19.3832933,72.8388066,ON,G,Compactor,20-10-2024 19:08:18,20-10-2024 19:08:18,IDLE,FMB920,0,352016706609963,3954595,--,--,ON,--,177,--,24.7,--,ON,"Mosque, Vasai, Samarth Krupa Nagar, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH02CE8389,--,RTSVVMC,19.4361766,72.8227333,ON,RTSVVMC,CamperVan,20-10-2024 19:08:54,20-10-2024 19:08:55,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,73,--,14.17,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH04BU7735,--,SWM,19.4225149,72.8113183,ON,E,Crane,20-10-2024 19:08:31,20-10-2024 19:08:32,STOP,FMB920,0,352016706543139,8568975,1.28 km from Raj palace masjid,--,OFF,--,204,--,12.32,--,ON,"Riddhi Corner family restaurant and bar, Shop No 5,6,7,8, Zero Road Shree Prasta Complex Nallasopara West, Nallasopara, Panbai Nagar, Sriprastha, Nalasopara West, Mumbai, Maharashtra (NW)"
MH48CB0115,--,SWM,19.401055,72.8559633,ON,E,Forklift,20-10-2024 19:08:23,20-10-2024 19:08:24,STOP,FMB920,0,352016706610169,145517,--,--,OFF,--,183,--,12.41,--,ON,"KGN Rukaya Shop, Golani Naka, Vasai East, Rajavali, Maharashtra (SE)"
MH48BM9473,--,RTSVVMC,19.4495083,72.8165766,ON,RTSVVMC,CamperVan,20-10-2024 19:06:56,20-10-2024 19:06:57,RUNNING,FMB920,0,352592572735223,19056716,1.76 km from Police chouki pragati Nagar,--,ON,--,196,--,13.22,--,ON,"Virar East, Ekvira Darshan, Virar East, Virar, Maharashtra (NW)"
MH48BM9475,--,MEDICAL DEPT,19.4192716,72.8206433,ON,I,CamperVan,20-10-2024 19:06:53,20-10-2024 19:06:53,RUNNING,FMB920,17,352592571522754,15358581,--,--,ON,--,143,--,13.31,--,ON,"All Bank Tatkal Money Transfer (Shop9 Group of Company), Shop No.14, Sitaram Bhavan, near deepa bar, Opp.Yamuna bldg. Achole Road, Dube Estate, Moregaon Talao, Nalasopara East, Thane, Maharashtra (SE)"
MH48C103,--,MEDICAL DEPT,19.33637,72.8034733,ON,I,CamperVan,20-10-2024 19:07:02,20-10-2024 19:07:02,RUNNING,FMB920,16,352592572820678,2067888,--,--,ON,--,49,--,13.4,--,ON,"St. Peter School, Rajani Rd, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48CB0137,--,MEDICAL DEPT,19.1735283,72.8594683,ON,C,CamperVan,20-10-2024 19:06:04,20-10-2024 19:06:05,RUNNING,FMB920,41,352592572734754,8960591,--,--,ON,--,7,--,13.69,--,ON,"Natures Basket, Oberoi Mall General AK Vidya Marg, Shop no. S â€“ 23 A, Second Floor, Off, Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra (SW)"
MH48BM7147,--,MEDICAL DEPT,19.4194483,72.8205166,ON,I,CamperVan,20-10-2024 19:06:56,20-10-2024 19:06:56,RUNNING,FMB920,17,352592572734838,6927106,--,--,ON,--,142,--,13.53,--,ON,"All Bank Tatkal Money Transfer (Shop9 Group of Company), Shop No.14, Sitaram Bhavan, near deepa bar, Opp.Yamuna bldg. Achole Road, Dube Estate, Moregaon Talao, Nalasopara East, Thane, Maharashtra (NE)"
MH48BM6897,--,RTSVVMC,19.3464966,72.8085616,ON,RTSVVMC,CamperVan,20-10-2024 19:06:14,20-10-2024 19:06:14,RUNNING,FMB920,0,352592571470525,8284170,--,--,ON,--,243,--,13.8,--,ON,"Apla Bazaar, Mahalaxmi Temple Road, M.G Rd, Nambhat Wadi, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48BM6845,--,RTSVVMC,19.41706,72.8209783,ON,RTSVVMC,CamperVan,20-10-2024 19:07:02,20-10-2024 19:07:02,STOP,FMB920,6,352016705797793,2955969,1.35 km from U. S. School,--,OFF,--,124,--,12.21,--,ON,"Hotel Lucknow Zaika, Sunshine Garden, Achole Cross Rd, Sunshine City, Moregaon Talao, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48CQ0695,--,SWM,19.4512616,72.8009233,ON,A,CamperVan,20-10-2024 19:06:36,20-10-2024 19:06:36,IDLE,FMB920,0,352016707284360,1467889,2.89 km from Raj palace masjid,--,ON,--,278,--,24.64,--,ON,"Micky Mouse Fun Skul, Gokul Twp, Virar West, Virar, Maharashtra (NE)"
MH48G1731,--,FIRE DEPT,19.4239949,72.8122183,ON,E,CamperVan,20-10-2024 19:06:52,20-10-2024 19:06:52,STOP,FMB920,0,352016708221619,821687,--,--,OFF,--,332,--,12.7,--,ON,"Fire Brigade, Nalasopara West, Shivaji Nagar Rd, Shivaji Nagar, Sriprastha, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH04CG2610,--,RTSVVMC,19.4420583,72.879945,ON,RTSVVMC,DUMPER,20-10-2024 19:06:18,20-10-2024 19:06:19,STOP,FMB920,0,352016706611738,2814711,--,--,OFF,--,223,--,0,--,OFF,"Golden Quadrilateral, Dhaniv, Maharashtra (SW)"
MH02CE8389,--,RTSVVMC,19.4361766,72.8227333,ON,RTSVVMC,CamperVan,20-10-2024 19:06:54,20-10-2024 19:06:54,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,73,--,14.17,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48Y238,--,SWM,19.411535,72.8202,ON,D,Compactor,20-10-2024 19:06:25,20-10-2024 19:06:25,IDLE,FMB920,0,352016706611639,5038090,2.12 km from Rehan Medical,--,ON,--,275,--,25.16,--,ON,"Kali Mata Temple, Nalasopara Station Road, Shiv Chaya Chawl, Yashvant Viva Twp, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48C0054,--,SWM,19.430085,72.8488016,ON,F,Compactor,20-10-2024 19:06:31,20-10-2024 19:06:31,IDLE,FMB920,0,352016706301926,3983350,--,--,ON,--,238,--,24.96,--,ON,"Sai Ram Mandir, Hawai Pada, Nalasopara East, Bilalpada, Maharashtra (SE)"
MH48BM9475,--,MEDICAL DEPT,19.42069,72.82017,ON,I,CamperVan,20-10-2024 19:04:56,20-10-2024 19:04:57,IDLE,FMB920,0,352592571522754,15358337,--,--,ON,--,332,--,13.35,--,ON,"Nalasopara Flyover, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48BM9917,--,RTSVVMC,19.4459899,72.809035,ON,RTSVVMC,CamperVan,20-10-2024 19:04:27,20-10-2024 19:04:28,STOP,FMB920,0,352016708314596,4566939,"1.47 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,OFF,--,0,--,12.61,--,ON,"ganesh temple, Yashwant Nagar Rd, Virat Nagar, Virar West, Virar, Maharashtra (SE)"
MH48BM7147,--,MEDICAL DEPT,19.4207949,72.8202183,ON,I,CamperVan,20-10-2024 19:04:59,20-10-2024 19:04:59,RUNNING,FMB920,0,352592572734838,6926879,--,--,ON,--,275,--,13.52,--,ON,"Nalasopara Flyover, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM7152,--,MEDICAL DEPT,19.4259366,72.8233533,ON,B,CamperVan,20-10-2024 19:04:16,20-10-2024 19:04:17,STOP,FMB920,0,352592572818748,3177183,--,--,OFF,--,144,--,12.44,--,ON,"Vasai Virar City Mahanagar Maternity Center, Taki Rd, Sarvodaya Nagar, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM6897,--,RTSVVMC,19.3476116,72.8115133,ON,RTSVVMC,CamperVan,20-10-2024 19:04:58,20-10-2024 19:04:59,RUNNING,FMB920,17,352592571470525,8283818,--,--,ON,--,223,--,13.94,--,ON,"Tam Talav, Papdi, Orbhat, Vasai West, Mulgaon, Maharashtra (NE)"
MH48BM6845,--,RTSVVMC,19.41849,72.821425,ON,RTSVVMC,CamperVan,20-10-2024 19:05:00,20-10-2024 19:05:00,STOP,FMB920,9,352016705797793,2955711,1.2 km from U. S. School,--,OFF,--,138,--,12.41,--,ON,"Bharat Shopping Centre, Achole Rd, Gala Nagar, Ambawadi, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH02CE8389,--,RTSVVMC,19.4361766,72.8227333,ON,RTSVVMC,CamperVan,20-10-2024 19:04:54,20-10-2024 19:04:54,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,73,--,14.18,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM9475,--,MEDICAL DEPT,19.419645,72.8222133,ON,I,CamperVan,20-10-2024 19:02:58,20-10-2024 19:02:58,RUNNING,FMB920,9,352592571522754,15358077,--,--,ON,--,273,--,13.65,--,ON,"Alliance Hospital, Tulinj Rd, Near Atma Vallabh Society, Moregaon Talao, Nalasopara East, Nala Sopar"
MH48BM7147,--,MEDICAL DEPT,19.4210566,72.8209349,ON,I,CamperVan,20-10-2024 19:02:52,20-10-2024 19:02:53,RUNNING,FMB920,0,352592572734838,6926782,--,--,ON,--,279,--,13.49,--,ON,"Shop Number 132 Golden Trade Centre, Tulinj Rd, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48BM6897,--,RTSVVMC,19.3517916,72.8130433,ON,RTSVVMC,CamperVan,20-10-2024 19:02:58,20-10-2024 19:02:59,RUNNING,FMB920,7,352592571470525,8283254,--,--,ON,--,281,--,13.89,--,ON,"Vijaya Bank - Papdy Branch, Papdy Rd, Nantiwadi, Garwadi, Vasai West, Chobare, Maharashtra (NE)"
MH48BM6845,--,RTSVVMC,19.42085,72.8195783,ON,RTSVVMC,CamperVan,20-10-2024 19:03:01,20-10-2024 19:03:02,STOP,FMB920,9,352016705797793,2955332,0.92 km from U. S. School,--,OFF,--,3,--,12.12,--,ON,"Nalasopara East Chowki, Nilemore, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH02CE8389,--,RTSVVMC,19.4361766,72.8227333,ON,RTSVVMC,CamperVan,20-10-2024 19:02:54,20-10-2024 19:02:55,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,73,--,14.2,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48G1510 Z5,--,SWM,19.4558166,72.8303333,ON,D,Crane,20-10-2024 19:02:33,20-10-2024 19:02:33,STOP,FMB920,0,352016706464906,2818428,--,--,OFF,--,291,--,12.85,--,ON,"Sri Sai Shantidham,Sai Baba Mandir, Vikas Nagari, Virar East, Virar, Maharashtra (NE)"
MH48BM9473,--,RTSVVMC,19.4683116,72.8207866,ON,RTSVVMC,CamperVan,20-10-2024 19:00:10,20-10-2024 19:00:11,RUNNING,FMB920,21,352592572735223,19054164,--,--,ON,--,140,--,13.28,--,ON,"Koliwada, near post Gagangiri Apartment Chandansar Road apt, Virar East Virar Maharashtra IN, Chandansar Rd, Virar East, Virar, Maharashtra (SE)"
MH48BM7147,--,MEDICAL DEPT,19.4212983,72.8213233,ON,I,CamperVan,20-10-2024 19:00:56,20-10-2024 19:00:56,RUNNING,FMB920,7,352592572734838,6926730,--,--,ON,--,275,--,13.49,--,ON,"Nalasopara Flyover, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SE)"
MH48BM6897,--,RTSVVMC,19.3520166,72.8142116,ON,RTSVVMC,CamperVan,20-10-2024 19:00:57,20-10-2024 19:00:58,RUNNING,FMB920,20,352592571470525,8283124,--,--,ON,--,260,--,13.98,--,ON,"SAI BABA MANDIR, Papdy, sai baba apartment, papdy papdy Post office, near, Garwadi, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48BM6845,--,RTSVVMC,19.420705,72.819475,ON,RTSVVMC,CamperVan,20-10-2024 19:01:01,20-10-2024 19:01:01,STOP,FMB920,8,352016705797793,2955210,0.93 km from U. S. School,--,OFF,--,340,--,12.37,--,ON,"Nalasopara East Chowki, Nilemore, Nalasopara West, Nala Sopara, Maharashtra (SW)"
MH02CE8389,--,RTSVVMC,19.4361766,72.8227333,ON,RTSVVMC,CamperVan,20-10-2024 19:00:57,20-10-2024 19:00:57,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,73,--,14.17,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48BM9473,--,RTSVVMC,19.4686633,72.8206516,ON,RTSVVMC,CamperVan,20-10-2024 18:58:10,20-10-2024 18:58:11,RUNNING,FMB920,16,352592572735223,19054122,--,--,ON,--,134,--,13.3,--,ON,"Ganpati Mandir, Vaishnavi Nagar, Sai Nath Nagar, Virar East, Virar, Maharashtra (SE)"
MH48BM9474,--,MEDICAL DEPT,19.4259333,72.8233766,ON,B,CamperVan,20-10-2024 18:58:48,20-10-2024 18:58:49,STOP,FMB920,0,352592572818474,4880612,--,--,OFF,--,138,--,12.85,--,ON,"Vasai Virar City Mahanagar Maternity Center, Taki Rd, Sarvodaya Nagar, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48CB1644,--,MEDICAL DEPT,19.415555,72.807085,ON,B,CamperVan,20-10-2024 18:58:37,20-10-2024 18:58:38,STOP,FMB920,0,352016708999990,3543982,--,--,OFF,--,0,--,12.79,--,ON,"Sacred Heart High School, Shurparak Nagar, Samel Pada, Nalasopara West, Nala Sopara, Maharashtra (SE)"
MH48CB0137,--,MEDICAL DEPT,19.1377083,72.8550366,ON,C,CamperVan,20-10-2024 18:58:23,20-10-2024 18:58:24,RUNNING,FMB920,35,352592572734754,8956533,--,--,ON,--,359,--,13.68,--,ON,"OYO 28851 Surya Residency, Western Express Hwy, next to pepsi godown, Janata Colony, Jogeshwari East, Mumbai, Maharashtra (SW)"
MH48BM7147,--,MEDICAL DEPT,19.4214883,72.8218316,ON,I,CamperVan,20-10-2024 18:58:58,20-10-2024 18:58:59,RUNNING,FMB920,0,352592572734838,6926661,--,--,ON,--,222,--,13.59,--,ON,"Shree Krishna Matching Centre, Mohan nivas, Tulinj Rd, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48BM6897,--,RTSVVMC,19.34979,72.8163183,ON,RTSVVMC,CamperVan,20-10-2024 18:59:00,20-10-2024 18:59:00,RUNNING,FMB920,16,352592571470525,8282582,--,--,ON,--,14,--,13.88,--,ON,"St.Aloysius High School, Nantiwadi, Umelman, Naigaon West, Chobare, Maharashtra (SE)"
MH48BM6848,--,RTSVVMC,19.37925,72.827105,ON,RTSVVMC,CamperVan,20-10-2024 18:58:15,20-10-2024 18:58:16,STOP,FMB920,0,352592572820850,2459256,--,--,OFF,--,311,--,12.48,--,ON,"Noor Masjid, Dindayal Nagar, Vasai West, Vasai-Virar, Maharashtra (NW)"
MH48BM6849,--,RTSVVMC,19.3424183,72.8056033,ON,RTSVVMC,CamperVan,20-10-2024 18:58:47,20-10-2024 18:58:48,STOP,FMB920,0,352016708076062,3898216,--,--,OFF,--,0,--,12.5,--,ON,"Ganpati Mandir, Mathma Gandhi (MG) Road, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48BM6845,--,RTSVVMC,19.4210766,72.8191249,ON,RTSVVMC,CamperVan,20-10-2024 18:58:55,20-10-2024 18:58:56,STOP,FMB920,7,352016705797793,2955056,0.89 km from U. S. School,--,OFF,--,126,--,11.95,--,ON,"Nalasopara Tulinj Police Station, Tulinj Road, Oswal Nagari, Nalasopara East, Nilemore, Nalasopara West, Nala Sopara, Maharashtra (NW)"
MH02CE8389,--,RTSVVMC,19.4361116,72.8227933,ON,RTSVVMC,CamperVan,20-10-2024 18:59:00,20-10-2024 18:59:01,IDLE,FMB920,0,352016706570223,6906613,0.53 km from Dream Tower,--,ON,--,229,--,14.19,--,ON,"Near Khushi Mobile Zone, Santosh Bhuvan, Pelhar Rd, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NE)"
5755120532311,--,RTSVVMC,19.38346,72.8277849,ON,RTSVVMC,CamperVan,20-10-2024 18:58:58,20-10-2024 18:58:59,STOP,FMB920,0,352016709170880,3452979,--,--,OFF,--,315,--,12.19,--,ON,"8-7, Vasai Rd, Vishal Nagar, Vasai West, Vasai-Virar, Maharashtra (NW)"
